"date","shrub_num","aspect","tag_num","treatment","species","plant_nr","dist_fr_shr","tp_color","flower_type","flower_count"
2021-07-01,13,"north",143,"control","KOBMYO",5,NaN,"YD","old",1
2021-07-08,13,"north",143,"control","KOBMYO",5,NaN,"YD","new",0
2021-07-08,13,"north",143,"control","KOBMYO",5,NaN,"YD","old",0
2021-07-14,13,"north",143,"control","KOBMYO",5,NaN,"YD","new",0
2021-07-14,13,"north",143,"control","KOBMYO",5,NaN,"YD","old",0
2021-07-21,13,"north",143,"control","KOBMYO",5,NaN,"YD","new",0
2021-07-21,13,"north",143,"control","KOBMYO",5,NaN,"YD","old",0
2021-07-28,13,"north",143,"control","KOBMYO",5,NaN,"YD","new",0
2021-07-28,13,"north",143,"control","KOBMYO",5,NaN,"YD","old",0
2021-08-04,13,"north",143,"control","KOBMYO",5,NaN,"YD","new",0
2021-08-04,13,"north",143,"control","KOBMYO",5,NaN,"YD","old",0
2021-08-10,13,"north",143,"control","KOBMYO",5,NaN,"YD","new",0
2021-08-10,13,"north",143,"control","KOBMYO",5,NaN,"YD","old",0
2021-08-19,13,"north",143,"control","KOBMYO",5,NaN,"YD","new",0
2021-08-19,13,"north",143,"control","KOBMYO",5,NaN,"YD","old",0
2021-06-15,13,"north",143,"control","CARRUP",1,NaN,"YD","new",0
2021-06-15,13,"north",143,"control","CARRUP",1,NaN,"YD","old",0
2021-06-17,13,"north",143,"control","CARRUP",1,NaN,"YD","new",0
2021-06-17,13,"north",143,"control","CARRUP",1,NaN,"YD","old",0
2021-06-22,13,"north",143,"control","CARRUP",1,NaN,"YD","new",1
2021-06-22,13,"north",143,"control","CARRUP",1,NaN,"YD","old",0
2021-06-30,13,"north",143,"control","CARRUP",1,NaN,"YD","new",NaN
2021-06-30,13,"north",143,"control","CARRUP",1,NaN,"YD","old",NaN
2021-07-01,13,"north",143,"control","CARRUP",1,NaN,"YD","new",0
2021-07-01,13,"north",143,"control","CARRUP",1,NaN,"YD","old",0
2021-07-08,13,"north",143,"control","CARRUP",1,NaN,"YD","new",0
2021-07-08,13,"north",143,"control","CARRUP",1,NaN,"YD","old",0
2021-07-14,13,"north",143,"control","CARRUP",1,NaN,"YD","new",0
2021-07-14,13,"north",143,"control","CARRUP",1,NaN,"YD","old",0
2021-07-21,13,"north",143,"control","CARRUP",1,NaN,"YD","new",0
2021-07-21,13,"north",143,"control","CARRUP",1,NaN,"YD","old",0
2021-07-28,13,"north",143,"control","CARRUP",1,NaN,"YD","new",0
2021-07-28,13,"north",143,"control","CARRUP",1,NaN,"YD","old",0
2021-08-04,13,"north",143,"control","CARRUP",1,NaN,"YD","new",0
2021-08-04,13,"north",143,"control","CARRUP",1,NaN,"YD","old",0
2021-08-10,13,"north",143,"control","CARRUP",1,NaN,"YD","new",0
2021-08-10,13,"north",143,"control","CARRUP",1,NaN,"YD","old",0
2021-08-19,13,"north",143,"control","CARRUP",1,NaN,"YD","new",0
2021-08-19,13,"north",143,"control","CARRUP",1,NaN,"YD","old",0
2021-06-15,13,"north",143,"control","CARRUP",2,NaN,"OD","new",0
2021-06-15,13,"north",143,"control","CARRUP",2,NaN,"OD","old",0
2021-06-17,13,"north",143,"control","CARRUP",2,NaN,"OD","new",0
2021-06-17,13,"north",143,"control","CARRUP",2,NaN,"OD","old",0
2021-06-22,13,"north",143,"control","CARRUP",2,NaN,"OD","new",1
2021-06-22,13,"north",143,"control","CARRUP",2,NaN,"OD","old",0
2021-06-30,13,"north",143,"control","CARRUP",2,NaN,"OD","new",NaN
2021-06-30,13,"north",143,"control","CARRUP",2,NaN,"OD","old",NaN
2021-07-01,13,"north",143,"control","CARRUP",2,NaN,"OD","new",0
2021-07-01,13,"north",143,"control","CARRUP",2,NaN,"OD","old",0
2021-07-08,13,"north",143,"control","CARRUP",2,NaN,"OD","new",0
2021-07-08,13,"north",143,"control","CARRUP",2,NaN,"OD","old",0
2021-07-14,13,"north",143,"control","CARRUP",2,NaN,"OD","new",0
2021-07-14,13,"north",143,"control","CARRUP",2,NaN,"OD","old",0
2021-07-21,13,"north",143,"control","CARRUP",2,NaN,"OD","new",0
2021-07-21,13,"north",143,"control","CARRUP",2,NaN,"OD","old",0
2021-07-28,13,"north",143,"control","CARRUP",2,NaN,"OD","new",0
2021-07-28,13,"north",143,"control","CARRUP",2,NaN,"OD","old",0
2021-08-04,13,"north",143,"control","CARRUP",2,NaN,"OD","new",0
2021-08-04,13,"north",143,"control","CARRUP",2,NaN,"OD","old",0
2021-08-10,13,"north",143,"control","CARRUP",2,NaN,"OD","new",0
2021-08-10,13,"north",143,"control","CARRUP",2,NaN,"OD","old",0
2021-08-19,13,"north",143,"control","CARRUP",2,NaN,"OD","new",0
2021-08-19,13,"north",143,"control","CARRUP",2,NaN,"OD","old",0
2021-06-15,13,"north",143,"control","CARRUP",3,NaN,"WS","new",0
2021-06-15,13,"north",143,"control","CARRUP",3,NaN,"WS","old",0
2021-06-17,13,"north",143,"control","CARRUP",3,NaN,"WS","new",0
2021-06-17,13,"north",143,"control","CARRUP",3,NaN,"WS","old",0
2021-06-22,13,"north",143,"control","CARRUP",3,NaN,"WS","new",1
2021-06-22,13,"north",143,"control","CARRUP",3,NaN,"WS","old",0
2021-06-30,13,"north",143,"control","CARRUP",3,NaN,"WS","new",NaN
2021-06-30,13,"north",143,"control","CARRUP",3,NaN,"WS","old",NaN
2021-07-01,13,"north",143,"control","CARRUP",3,NaN,"WS","new",0
2021-07-01,13,"north",143,"control","CARRUP",3,NaN,"WS","old",0
2021-07-08,13,"north",143,"control","CARRUP",3,NaN,"WS","new",0
2021-07-08,13,"north",143,"control","CARRUP",3,NaN,"WS","old",0
2021-07-14,13,"north",143,"control","CARRUP",3,NaN,"WS","new",0
2021-07-14,13,"north",143,"control","CARRUP",3,NaN,"WS","old",0
2021-07-21,13,"north",143,"control","CARRUP",3,NaN,"WS","new",0
2021-07-21,13,"north",143,"control","CARRUP",3,NaN,"WS","old",0
2021-07-28,13,"north",143,"control","CARRUP",3,NaN,"WS","new",0
2021-07-28,13,"north",143,"control","CARRUP",3,NaN,"WS","old",0
2021-08-04,13,"north",143,"control","CARRUP",3,NaN,"WS","new",0
2021-08-04,13,"north",143,"control","CARRUP",3,NaN,"WS","old",0
2021-08-10,13,"north",143,"control","CARRUP",3,NaN,"WS","new",0
2021-08-10,13,"north",143,"control","CARRUP",3,NaN,"WS","old",0
2021-08-19,13,"north",143,"control","CARRUP",3,NaN,"WS","new",0
2021-08-19,13,"north",143,"control","CARRUP",3,NaN,"WS","old",0
2021-06-15,13,"north",143,"control","CARRUP",4,NaN,"BH","new",0
2021-06-15,13,"north",143,"control","CARRUP",4,NaN,"BH","old",0
2021-06-17,13,"north",143,"control","CARRUP",4,NaN,"BH","new",0
2021-06-17,13,"north",143,"control","CARRUP",4,NaN,"BH","old",0
2021-06-22,13,"north",143,"control","CARRUP",4,NaN,"BH","new",1
2021-06-22,13,"north",143,"control","CARRUP",4,NaN,"BH","old",0
2021-06-30,13,"north",143,"control","CARRUP",4,NaN,"BH","new",NaN
2021-06-30,13,"north",143,"control","CARRUP",4,NaN,"BH","old",NaN
2021-07-01,13,"north",143,"control","CARRUP",4,NaN,"BH","new",0
2021-07-01,13,"north",143,"control","CARRUP",4,NaN,"BH","old",0
2021-07-08,13,"north",143,"control","CARRUP",4,NaN,"BH","new",0
2021-07-08,13,"north",143,"control","CARRUP",4,NaN,"BH","old",0
2021-07-14,13,"north",143,"control","CARRUP",4,NaN,"BH","new",0
2021-07-14,13,"north",143,"control","CARRUP",4,NaN,"BH","old",0
2021-07-21,13,"north",143,"control","CARRUP",4,NaN,"BH","new",0
2021-07-21,13,"north",143,"control","CARRUP",4,NaN,"BH","old",0
2021-07-28,13,"north",143,"control","CARRUP",4,NaN,"BH","new",0
2021-07-28,13,"north",143,"control","CARRUP",4,NaN,"BH","old",0
2021-08-04,13,"north",143,"control","CARRUP",4,NaN,"BH","new",0
2021-08-04,13,"north",143,"control","CARRUP",4,NaN,"BH","old",0
2021-08-10,13,"north",143,"control","CARRUP",4,NaN,"BH","new",0
2021-08-10,13,"north",143,"control","CARRUP",4,NaN,"BH","old",0
2021-08-19,13,"north",143,"control","CARRUP",4,NaN,"BH","new",0
2021-08-19,13,"north",143,"control","CARRUP",4,NaN,"BH","old",0
2021-06-15,13,"north",143,"control","CARRUP",5,NaN,"GC","new",0
2021-06-15,13,"north",143,"control","CARRUP",5,NaN,"GC","old",0
2021-06-17,13,"north",143,"control","CARRUP",5,NaN,"GC","new",0
2021-06-17,13,"north",143,"control","CARRUP",5,NaN,"GC","old",0
2021-06-22,13,"north",143,"control","CARRUP",5,NaN,"GC","new",1
2021-06-22,13,"north",143,"control","CARRUP",5,NaN,"GC","old",0
2021-06-30,13,"north",143,"control","CARRUP",5,NaN,"GC","new",NaN
2021-06-30,13,"north",143,"control","CARRUP",5,NaN,"GC","old",NaN
2021-07-01,13,"north",143,"control","CARRUP",5,NaN,"GC","new",0
2021-07-01,13,"north",143,"control","CARRUP",5,NaN,"GC","old",0
2021-07-08,13,"north",143,"control","CARRUP",5,NaN,"GC","new",0
2021-07-08,13,"north",143,"control","CARRUP",5,NaN,"GC","old",0
2021-07-14,13,"north",143,"control","CARRUP",5,NaN,"GC","new",0
2021-07-14,13,"north",143,"control","CARRUP",5,NaN,"GC","old",0
2021-07-21,13,"north",143,"control","CARRUP",5,NaN,"GC","new",0
2021-07-21,13,"north",143,"control","CARRUP",5,NaN,"GC","old",0
2021-07-28,13,"north",143,"control","CARRUP",5,NaN,"GC","new",0
2021-07-28,13,"north",143,"control","CARRUP",5,NaN,"GC","old",0
2021-08-04,13,"north",143,"control","CARRUP",5,NaN,"GC","new",0
2021-08-04,13,"north",143,"control","CARRUP",5,NaN,"GC","old",0
2021-08-10,13,"north",143,"control","CARRUP",5,NaN,"GC","new",0
2021-08-10,13,"north",143,"control","CARRUP",5,NaN,"GC","old",0
2021-08-19,13,"north",143,"control","CARRUP",5,NaN,"GC","new",0
2021-08-19,13,"north",143,"control","CARRUP",5,NaN,"GC","old",0
2021-06-15,13,"north",143,"control","LLOSER",1,NaN,"YH","new",0
2021-06-15,13,"north",143,"control","LLOSER",1,NaN,"YH","old",0
2021-06-17,13,"north",143,"control","LLOSER",1,NaN,"YH","new",0
2021-06-17,13,"north",143,"control","LLOSER",1,NaN,"YH","old",0
2021-06-22,13,"north",143,"control","LLOSER",1,NaN,"YH","new",1
2021-06-22,13,"north",143,"control","LLOSER",1,NaN,"YH","old",0
2021-06-30,13,"north",143,"control","LLOSER",1,NaN,"YH","new",NaN
2021-06-30,13,"north",143,"control","LLOSER",1,NaN,"YH","old",NaN
2021-07-01,13,"north",143,"control","LLOSER",1,NaN,"YH","new",0
2021-07-01,13,"north",143,"control","LLOSER",1,NaN,"YH","old",0
2021-07-08,13,"north",143,"control","LLOSER",1,NaN,"YH","new",0
2021-07-08,13,"north",143,"control","LLOSER",1,NaN,"YH","old",0
2021-07-14,13,"north",143,"control","LLOSER",1,NaN,"YH","new",0
2021-07-14,13,"north",143,"control","LLOSER",1,NaN,"YH","old",0
2021-07-21,13,"north",143,"control","LLOSER",1,NaN,"YH","new",0
2021-07-21,13,"north",143,"control","LLOSER",1,NaN,"YH","old",0
2021-07-28,13,"north",143,"control","LLOSER",1,NaN,"YH","new",0
2021-07-28,13,"north",143,"control","LLOSER",1,NaN,"YH","old",0
2021-08-04,13,"north",143,"control","LLOSER",1,NaN,"YH","new",0
2021-08-04,13,"north",143,"control","LLOSER",1,NaN,"YH","old",0
2021-08-10,13,"north",143,"control","LLOSER",1,NaN,"YH","new",0
2021-08-10,13,"north",143,"control","LLOSER",1,NaN,"YH","old",0
2021-08-19,13,"north",143,"control","LLOSER",1,NaN,"YH","new",0
2021-08-19,13,"north",143,"control","LLOSER",1,NaN,"YH","old",0
2021-06-15,13,"north",143,"control","LLOSER",2,NaN,"OC","new",0
2021-06-15,13,"north",143,"control","LLOSER",2,NaN,"OC","old",0
2021-06-17,13,"north",143,"control","LLOSER",2,NaN,"OC","new",0
2021-06-17,13,"north",143,"control","LLOSER",2,NaN,"OC","old",0
2021-06-22,13,"north",143,"control","LLOSER",2,NaN,"OC","new",1
2021-06-22,13,"north",143,"control","LLOSER",2,NaN,"OC","old",0
2021-06-30,13,"north",143,"control","LLOSER",2,NaN,"OC","new",NaN
2021-06-30,13,"north",143,"control","LLOSER",2,NaN,"OC","old",NaN
2021-07-01,13,"north",143,"control","LLOSER",2,NaN,"OC","new",1
2021-07-01,13,"north",143,"control","LLOSER",2,NaN,"OC","old",0
2021-07-08,13,"north",143,"control","LLOSER",2,NaN,"OC","new",0
2021-07-08,13,"north",143,"control","LLOSER",2,NaN,"OC","old",0
2021-07-14,13,"north",143,"control","LLOSER",2,NaN,"OC","new",0
2021-07-14,13,"north",143,"control","LLOSER",2,NaN,"OC","old",0
2021-07-21,13,"north",143,"control","LLOSER",2,NaN,"OC","new",0
2021-07-21,13,"north",143,"control","LLOSER",2,NaN,"OC","old",0
2021-07-28,13,"north",143,"control","LLOSER",2,NaN,"OC","new",0
2021-07-28,13,"north",143,"control","LLOSER",2,NaN,"OC","old",0
2021-08-04,13,"north",143,"control","LLOSER",2,NaN,"OC","new",0
2021-08-04,13,"north",143,"control","LLOSER",2,NaN,"OC","old",0
2021-08-10,13,"north",143,"control","LLOSER",2,NaN,"OC","new",0
2021-08-10,13,"north",143,"control","LLOSER",2,NaN,"OC","old",0
2021-08-19,13,"north",143,"control","LLOSER",2,NaN,"OC","new",0
2021-08-19,13,"north",143,"control","LLOSER",2,NaN,"OC","old",0
2021-06-15,13,"north",143,"control","LLOSER",3,NaN,"GC","new",0
2021-06-15,13,"north",143,"control","LLOSER",3,NaN,"GC","old",0
2021-06-17,13,"north",143,"control","LLOSER",3,NaN,"GC","new",0
2021-06-17,13,"north",143,"control","LLOSER",3,NaN,"GC","old",0
2021-06-22,13,"north",143,"control","LLOSER",3,NaN,"GC","new",0
2021-06-22,13,"north",143,"control","LLOSER",3,NaN,"GC","old",0
2021-06-30,13,"north",143,"control","LLOSER",3,NaN,"GC","new",NaN
2021-06-30,13,"north",143,"control","LLOSER",3,NaN,"GC","old",NaN
2021-07-01,13,"north",143,"control","LLOSER",3,NaN,"GC","new",0
2021-07-01,13,"north",143,"control","LLOSER",3,NaN,"GC","old",0
2021-07-08,13,"north",143,"control","LLOSER",3,NaN,"GC","new",0
2021-07-08,13,"north",143,"control","LLOSER",3,NaN,"GC","old",0
2021-07-14,13,"north",143,"control","LLOSER",3,NaN,"GC","new",0
2021-07-14,13,"north",143,"control","LLOSER",3,NaN,"GC","old",0
2021-07-21,13,"north",143,"control","LLOSER",3,NaN,"GC","new",0
2021-07-21,13,"north",143,"control","LLOSER",3,NaN,"GC","old",0
2021-07-28,13,"north",143,"control","LLOSER",3,NaN,"GC","new",0
2021-07-28,13,"north",143,"control","LLOSER",3,NaN,"GC","old",0
2021-08-04,13,"north",143,"control","LLOSER",3,NaN,"GC","new",0
2021-08-04,13,"north",143,"control","LLOSER",3,NaN,"GC","old",0
2021-08-10,13,"north",143,"control","LLOSER",3,NaN,"GC","new",0
2021-08-10,13,"north",143,"control","LLOSER",3,NaN,"GC","old",0
2021-08-19,13,"north",143,"control","LLOSER",3,NaN,"GC","new",0
2021-08-19,13,"north",143,"control","LLOSER",3,NaN,"GC","old",0
2021-06-15,13,"north",143,"control","POLVIV",1,NaN,"WD","new",0
2021-06-15,13,"north",143,"control","POLVIV",1,NaN,"WD","old",0
2021-06-17,13,"north",143,"control","POLVIV",1,NaN,"WD","new",0
2021-06-17,13,"north",143,"control","POLVIV",1,NaN,"WD","old",0
2021-06-22,13,"north",143,"control","POLVIV",1,NaN,"WD","new",0
2021-06-22,13,"north",143,"control","POLVIV",1,NaN,"WD","old",0
2021-06-30,13,"north",143,"control","POLVIV",1,NaN,"WD","new",NaN
2021-06-30,13,"north",143,"control","POLVIV",1,NaN,"WD","old",NaN
2021-07-01,13,"north",143,"control","POLVIV",1,NaN,"WD","new",0
2021-07-01,13,"north",143,"control","POLVIV",1,NaN,"WD","old",0
2021-07-08,13,"north",143,"control","POLVIV",1,NaN,"WD","new",0
2021-07-08,13,"north",143,"control","POLVIV",1,NaN,"WD","old",0
2021-07-14,13,"north",143,"control","POLVIV",1,NaN,"WD","new",0
2021-07-14,13,"north",143,"control","POLVIV",1,NaN,"WD","old",0
2021-07-21,13,"north",143,"control","POLVIV",1,NaN,"WD","new",1
2021-07-21,13,"north",143,"control","POLVIV",1,NaN,"WD","old",0
2021-07-28,13,"north",143,"control","POLVIV",1,NaN,"WD","new",0
2021-07-28,13,"north",143,"control","POLVIV",1,NaN,"WD","old",1
2021-08-04,13,"north",143,"control","POLVIV",1,NaN,"WD","new",0
2021-08-04,13,"north",143,"control","POLVIV",1,NaN,"WD","old",1
2021-08-10,13,"north",143,"control","POLVIV",1,NaN,"WD","new",0
2021-08-10,13,"north",143,"control","POLVIV",1,NaN,"WD","old",0
2021-08-19,13,"north",143,"control","POLVIV",1,NaN,"WD","new",0
2021-08-19,13,"north",143,"control","POLVIV",1,NaN,"WD","old",0
2021-06-15,13,"north",143,"control","MINOBT",1,NaN,"RH","new",0
2021-06-15,13,"north",143,"control","MINOBT",1,NaN,"RH","old",0
2021-06-17,13,"north",143,"control","MINOBT",1,NaN,"RH","new",0
2021-06-17,13,"north",143,"control","MINOBT",1,NaN,"RH","old",0
2021-06-22,13,"north",143,"control","MINOBT",1,NaN,"RH","new",0
2021-06-22,13,"north",143,"control","MINOBT",1,NaN,"RH","old",0
2021-06-30,13,"north",143,"control","MINOBT",1,NaN,"RH","new",NaN
2021-06-30,13,"north",143,"control","MINOBT",1,NaN,"RH","old",NaN
2021-07-01,13,"north",143,"control","MINOBT",1,NaN,"RH","new",1
2021-07-01,13,"north",143,"control","MINOBT",1,NaN,"RH","old",0
2021-07-08,13,"north",143,"control","MINOBT",1,NaN,"RH","new",3
2021-07-08,13,"north",143,"control","MINOBT",1,NaN,"RH","old",0
2021-07-14,13,"north",143,"control","MINOBT",1,NaN,"RH","new",7
2021-07-14,13,"north",143,"control","MINOBT",1,NaN,"RH","old",1
2021-07-21,13,"north",143,"control","MINOBT",1,NaN,"RH","new",5
2021-07-21,13,"north",143,"control","MINOBT",1,NaN,"RH","old",0
2021-07-28,13,"north",143,"control","MINOBT",1,NaN,"RH","new",0
2021-07-28,13,"north",143,"control","MINOBT",1,NaN,"RH","old",0
2021-08-04,13,"north",143,"control","MINOBT",1,NaN,"RH","new",0
2021-08-04,13,"north",143,"control","MINOBT",1,NaN,"RH","old",0
2021-08-10,13,"north",143,"control","MINOBT",1,NaN,"RH","new",0
2021-08-10,13,"north",143,"control","MINOBT",1,NaN,"RH","old",0
2021-08-19,13,"north",143,"control","MINOBT",1,NaN,"RH","new",0
2021-08-19,13,"north",143,"control","MINOBT",1,NaN,"RH","old",0
2021-06-15,13,"north",143,"control","MINOBT",2,NaN,"GD","new",0
2021-06-15,13,"north",143,"control","MINOBT",2,NaN,"GD","old",0
2021-06-17,13,"north",143,"control","MINOBT",2,NaN,"GD","new",0
2021-06-17,13,"north",143,"control","MINOBT",2,NaN,"GD","old",0
2021-06-22,13,"north",143,"control","MINOBT",2,NaN,"GD","new",0
2021-06-22,13,"north",143,"control","MINOBT",2,NaN,"GD","old",0
2021-06-30,13,"north",143,"control","MINOBT",2,NaN,"GD","new",NaN
2021-06-30,13,"north",143,"control","MINOBT",2,NaN,"GD","old",NaN
2021-07-01,13,"north",143,"control","MINOBT",2,NaN,"GD","new",0
2021-07-01,13,"north",143,"control","MINOBT",2,NaN,"GD","old",0
2021-07-08,13,"north",143,"control","MINOBT",2,NaN,"GD","new",1
2021-07-08,13,"north",143,"control","MINOBT",2,NaN,"GD","old",0
2021-07-14,13,"north",143,"control","MINOBT",2,NaN,"GD","new",4
2021-07-14,13,"north",143,"control","MINOBT",2,NaN,"GD","old",0
2021-07-21,13,"north",143,"control","MINOBT",2,NaN,"GD","new",0
2021-07-21,13,"north",143,"control","MINOBT",2,NaN,"GD","old",0
2021-07-28,13,"north",143,"control","MINOBT",2,NaN,"GD","new",0
2021-07-28,13,"north",143,"control","MINOBT",2,NaN,"GD","old",0
2021-08-04,13,"north",143,"control","MINOBT",2,NaN,"GD","new",0
2021-08-04,13,"north",143,"control","MINOBT",2,NaN,"GD","old",0
2021-08-10,13,"north",143,"control","MINOBT",2,NaN,"GD","new",0
2021-08-10,13,"north",143,"control","MINOBT",2,NaN,"GD","old",0
2021-08-19,13,"north",143,"control","MINOBT",2,NaN,"GD","new",0
2021-08-19,13,"north",143,"control","MINOBT",2,NaN,"GD","old",0
2021-06-15,13,"north",143,"control","MINOBT",3,NaN,"RS","new",0
2021-06-15,13,"north",143,"control","MINOBT",3,NaN,"RS","old",0
2021-06-17,13,"north",143,"control","MINOBT",3,NaN,"RS","new",0
2021-06-17,13,"north",143,"control","MINOBT",3,NaN,"RS","old",0
2021-06-22,13,"north",143,"control","MINOBT",3,NaN,"RS","new",0
2021-06-22,13,"north",143,"control","MINOBT",3,NaN,"RS","old",0
2021-06-30,13,"north",143,"control","MINOBT",3,NaN,"RS","new",NaN
2021-06-30,13,"north",143,"control","MINOBT",3,NaN,"RS","old",NaN
2021-07-01,13,"north",143,"control","MINOBT",3,NaN,"RS","new",0
2021-07-01,13,"north",143,"control","MINOBT",3,NaN,"RS","old",0
2021-07-08,13,"north",143,"control","MINOBT",3,NaN,"RS","new",4
2021-07-08,13,"north",143,"control","MINOBT",3,NaN,"RS","old",1
2021-07-14,13,"north",143,"control","MINOBT",3,NaN,"RS","new",3
2021-07-14,13,"north",143,"control","MINOBT",3,NaN,"RS","old",0
2021-07-21,13,"north",143,"control","MINOBT",3,NaN,"RS","new",0
2021-07-21,13,"north",143,"control","MINOBT",3,NaN,"RS","old",0
2021-07-28,13,"north",143,"control","MINOBT",3,NaN,"RS","new",0
2021-07-28,13,"north",143,"control","MINOBT",3,NaN,"RS","old",0
2021-08-04,13,"north",143,"control","MINOBT",3,NaN,"RS","new",0
2021-08-04,13,"north",143,"control","MINOBT",3,NaN,"RS","old",0
2021-08-10,13,"north",143,"control","MINOBT",3,NaN,"RS","new",0
2021-08-10,13,"north",143,"control","MINOBT",3,NaN,"RS","old",0
2021-08-19,13,"north",143,"control","MINOBT",3,NaN,"RS","new",0
2021-08-19,13,"north",143,"control","MINOBT",3,NaN,"RS","old",0
2021-06-15,13,"north",143,"control","MINOBT",4,NaN,"WD","new",0
2021-06-15,13,"north",143,"control","MINOBT",4,NaN,"WD","old",0
2021-06-17,13,"north",143,"control","MINOBT",4,NaN,"WD","new",0
2021-06-17,13,"north",143,"control","MINOBT",4,NaN,"WD","old",0
2021-06-22,13,"north",143,"control","MINOBT",4,NaN,"WD","new",0
2021-06-22,13,"north",143,"control","MINOBT",4,NaN,"WD","old",0
2021-06-30,13,"north",143,"control","MINOBT",4,NaN,"WD","new",NaN
2021-06-30,13,"north",143,"control","MINOBT",4,NaN,"WD","old",NaN
2021-07-01,13,"north",143,"control","MINOBT",4,NaN,"WD","new",0
2021-07-01,13,"north",143,"control","MINOBT",4,NaN,"WD","old",0
2021-07-08,13,"north",143,"control","MINOBT",4,NaN,"WD","new",0
2021-07-08,13,"north",143,"control","MINOBT",4,NaN,"WD","old",0
2021-07-14,13,"north",143,"control","MINOBT",4,NaN,"WD","new",1
2021-07-14,13,"north",143,"control","MINOBT",4,NaN,"WD","old",1
2021-07-21,13,"north",143,"control","MINOBT",4,NaN,"WD","new",1
2021-07-21,13,"north",143,"control","MINOBT",4,NaN,"WD","old",1
2021-07-28,13,"north",143,"control","MINOBT",4,NaN,"WD","new",0
2021-07-28,13,"north",143,"control","MINOBT",4,NaN,"WD","old",0
2021-08-04,13,"north",143,"control","MINOBT",4,NaN,"WD","new",0
2021-08-04,13,"north",143,"control","MINOBT",4,NaN,"WD","old",0
2021-08-10,13,"north",143,"control","MINOBT",4,NaN,"WD","new",0
2021-08-10,13,"north",143,"control","MINOBT",4,NaN,"WD","old",0
2021-08-19,13,"north",143,"control","MINOBT",4,NaN,"WD","new",0
2021-08-19,13,"north",143,"control","MINOBT",4,NaN,"WD","old",0
2021-06-15,13,"north",143,"control","AREFEN",1,NaN,"YD","new",0
2021-06-15,13,"north",143,"control","AREFEN",1,NaN,"YD","old",0
2021-06-17,13,"north",143,"control","AREFEN",1,NaN,"YD","new",0
2021-06-17,13,"north",143,"control","AREFEN",1,NaN,"YD","old",0
2021-06-22,13,"north",143,"control","AREFEN",1,NaN,"YD","new",0
2021-06-22,13,"north",143,"control","AREFEN",1,NaN,"YD","old",0
2021-06-30,13,"north",143,"control","AREFEN",1,NaN,"YD","new",NaN
2021-06-30,13,"north",143,"control","AREFEN",1,NaN,"YD","old",NaN
2021-07-01,13,"north",143,"control","AREFEN",1,NaN,"YD","new",0
2021-07-01,13,"north",143,"control","AREFEN",1,NaN,"YD","old",0
2021-07-08,13,"north",143,"control","AREFEN",1,NaN,"YD","new",2
2021-07-08,13,"north",143,"control","AREFEN",1,NaN,"YD","old",0
2021-07-14,13,"north",143,"control","AREFEN",1,NaN,"YD","new",0
2021-07-14,13,"north",143,"control","AREFEN",1,NaN,"YD","old",1
2021-07-21,13,"north",143,"control","AREFEN",1,NaN,"YD","new",4
2021-07-21,13,"north",143,"control","AREFEN",1,NaN,"YD","old",0
2021-07-28,13,"north",143,"control","AREFEN",1,NaN,"YD","new",0
2021-07-28,13,"north",143,"control","AREFEN",1,NaN,"YD","old",0
2021-08-04,13,"north",143,"control","AREFEN",1,NaN,"YD","new",1
2021-08-04,13,"north",143,"control","AREFEN",1,NaN,"YD","old",0
2021-08-10,13,"north",143,"control","AREFEN",1,NaN,"YD","new",0
2021-08-10,13,"north",143,"control","AREFEN",1,NaN,"YD","old",0
2021-08-19,13,"north",143,"control","AREFEN",1,NaN,"YD","new",0
2021-08-19,13,"north",143,"control","AREFEN",1,NaN,"YD","old",0
2021-06-15,15,"north",57,"shrub","GEUROS",1,27,"WS","new",0
2021-06-15,15,"north",57,"shrub","GEUROS",1,27,"WS","old",0
2021-06-17,15,"north",57,"shrub","GEUROS",1,27,"WS","new",0
2021-06-17,15,"north",57,"shrub","GEUROS",1,27,"WS","old",0
2021-06-22,15,"north",57,"shrub","GEUROS",1,27,"WS","new",1
2021-06-22,15,"north",57,"shrub","GEUROS",1,27,"WS","old",0
2021-06-30,15,"north",57,"shrub","GEUROS",1,27,"WS","new",NaN
2021-06-30,15,"north",57,"shrub","GEUROS",1,27,"WS","old",NaN
2021-07-01,15,"north",57,"shrub","GEUROS",1,27,"WS","new",0
2021-07-01,15,"north",57,"shrub","GEUROS",1,27,"WS","old",0
2021-07-08,15,"north",57,"shrub","GEUROS",1,27,"WS","new",0
2021-07-08,15,"north",57,"shrub","GEUROS",1,27,"WS","old",1
2021-07-14,15,"north",57,"shrub","GEUROS",1,27,"WS","new",0
2021-07-14,15,"north",57,"shrub","GEUROS",1,27,"WS","old",0
2021-07-21,15,"north",57,"shrub","GEUROS",1,27,"WS","new",0
2021-07-21,15,"north",57,"shrub","GEUROS",1,27,"WS","old",0
2021-07-28,15,"north",57,"shrub","GEUROS",1,27,"WS","new",0
2021-07-28,15,"north",57,"shrub","GEUROS",1,27,"WS","old",0
2021-08-04,15,"north",57,"shrub","GEUROS",1,27,"WS","new",0
2021-08-04,15,"north",57,"shrub","GEUROS",1,27,"WS","old",0
2021-08-10,15,"north",57,"shrub","GEUROS",1,27,"WS","new",0
2021-08-10,15,"north",57,"shrub","GEUROS",1,27,"WS","old",0
2021-08-19,15,"north",57,"shrub","GEUROS",1,27,"WS","new",0
